"Record_Index";"Message_ID";"IMEI";"Date_F";"Time_F";"Project_Version";"ID_Number";"Panel1_bv";"Panel2_bv";"Bridge1_dcv";"Bridge2_dcv";"Bridge1_dcc";"Bridge2_dcc";"Panel_dc1kw";"Panel2_dc1kw";"Status";"Panel_dctotalkw";"R_vol";"Y_vol";"B_vol";"R_curr";"Y_curr";"B_curr";"Frequency";"Phase1_kw";"Phase1_kvar";"Phase1_kva";"Phase2_kw";"Phase2_kvar";"Phase2_kva";"Phase3_kw";"Phase3_kvar";"Phase3_kva";"Bridge11_temp";"Bridge12_temp";"Bridge13_temp";"Bridge21_temp";"Bridge22_temp";"Bridge23_temp";"Cabinet1_temp";"Cabinet2_temp";"Cabinet3_temp";"Inductive1_temp";"Inductive2_temp";"Ambient_temp";"CCU_temp";"Coolingin_temp";"Coolingout_temp";"Active1_energy";"Active2_energy";"Activetotal_energy";"DC1_energy";"DC2_energy";"DCtotal_energy";"Reactive1_energy";"Reactive2_energy";"Reactivetotal_energy";"Capacitive1_energy";"Capacitive2_energy";"Capacitivetotal_energy";"SCB1";"SCB2";"SCB3";"SCB4";"SCB5";"SCB6";"SCB7";"SCB8";"SCB9";"SCB10";"Dummy9";"Dummy10";"Dummy11";"Dummy12";"Dummy13";"Dummy14";"Dummy15";"Dummy16";"Dummy17";"Dummy18";"Dummy19";"Dummy20";"Dummy21";"Dummy22";"Dummy23";"Date_S";"Time_S"
292;"WTWMD";862265073105518;"2026-05-21";"19:06:55";"WTS";"S00001";11.8;1525.6;6.0;"2026-05-21";"19:06:48";972.6;0.6;706.1;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;202.3;0.1;49.4;145.3;13.7;234.7;1238.2;1260.6;23.6;210.4;5163.0;157.9;15.6;304.6;1688.3;1423.0;25.3;270.3;6204.3;70.0;77.0;65.9;73.9;46.0;33;57;73;72;45;106;0;50;53;49;0;0;0;0;0;0;69;69;40;47;52;33;"56.0";"100.0";"95.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:45:49"
293;"WTWMD";862265073105518;"2026-05-21";"19:07:29";"WTS";"S00001";11.5;1409.9;6.3;"2026-05-21";"19:07:22";979.3;50.1;705.8;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;216.7;0.3;49.2;154.7;13.7;234.7;1238.2;1260.6;23.6;210.4;5163.0;167.5;15.6;304.6;1688.3;1423.0;25.3;270.3;6204.3;70.0;77.0;65.9;73.9;46.0;33;57;72;72;45;104;0;50;53;49;0;0;0;0;0;0;69;69;40;47;52;33;"56.0";"99.0";"105.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:45:50"
294;"WTWMD";862265073105518;"2026-05-21";"19:08:03";"WTS";"S00001";11.5;1408.3;9.5;"2026-05-21";"19:07:57";1050.3;52.9;707.6;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;210.2;0.3;49.4;163.6;13.7;234.7;1238.2;1260.6;23.6;210.4;5163.0;175.6;15.6;304.6;1688.3;1423.0;25.3;270.3;6204.3;70.9;76.0;65.0;73.9;46.0;33;57;72;72;45;104;0;50;54;48;0;0;0;0;0;0;69;69;40;47;52;33;"56.0";"102.0";"116.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:45:50"
295;"WTWMD";862265073105518;"2026-05-21";"19:08:08";"WTS";"S00001";11.4;1454.7;8.8;"2026-05-21";"19:08:59";1117.4;32.5;707.6;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;200.9;0.3;49.1;180.2;13.7;234.7;1238.2;1260.6;23.6;210.4;5163.0;199.5;15.6;304.6;1688.3;1423.0;25.3;270.3;6204.3;70.9;76.0;65.0;73.9;46.0;33;57;72;72;45;102;0;50;54;48;0;0;0;0;0;0;70;70;40;47;52;33;"56.0";"103.0";"118.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:54:44"
296;"WTWMD";862265073105518;"2026-05-21";"19:08:08";"WTS";"S00001";11.9;1524.3;8.9;"2026-05-21";"19:09:52";1239.1;4.0;710.1;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;211.1;0.5;49.3;196.5;13.7;234.7;1238.2;1260.6;23.6;210.4;5163.0;219.0;15.6;304.6;1688.3;1423.0;25.3;270.3;6204.3;70.9;76.0;65.0;73.9;46.0;33;57;72;73;45;106;0;50;53;48;0;0;0;0;0;0;70;70;40;47;52;33;"56.0";"97.0";"104.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:54:48"
297;"WTWMD";862265073105518;"2026-05-21";"19:10:40";"WTS";"S00001";12.7;1614.3;8.4;"2026-05-21";"19:10:34";1242.8;20.5;708.3;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;204.5;0.0;49.3;212.6;13.7;234.7;1238.2;1260.6;23.6;210.4;5163.0;236.7;15.6;304.6;1688.3;1423.0;25.3;270.3;6204.3;70.0;77.9;65.0;73.9;46.0;33;57;72;72;45;100;0;50;53;49;0;0;0;0;0;0;69;69;40;47;52;33;"56.0";"100.0";"119.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:54:48"
298;"WTWMD";862265073105518;"2026-05-21";"19:10:57";"WTS";"S00001";12.2;1580.4;8.9;"2026-05-21";"19:11:31";1132.5;6.7;706.7;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;215.6;0.3;49.3;231.5;13.7;234.7;1238.2;1260.6;23.6;210.4;5163.0;255.8;15.6;304.6;1688.3;1423.0;25.3;270.3;6204.3;70.0;77.9;65.0;73.0;46.0;33;57;72;72;45;104;0;50;54;49;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"101.0";"89.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:54:49"
299;"WTWMD";862265073105518;"2026-05-21";"19:10:57";"WTS";"S00001";11.9;1523.6;6.0;"2026-05-21";"19:12:23";1125.1;18.1;707.8;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;206.2;0.3;49.3;247.4;13.9;234.3;1238.4;1260.6;23.6;210.4;5163.0;269.6;15.8;304.8;1688.5;1423.0;25.3;270.3;6204.3;70.0;77.0;65.0;73.0;46.0;33;57;73;72;45;105;0;50;53;48;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"97.0";"116.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:54:49"
300;"WTWMD";862265073105518;"2026-05-21";"19:10:57";"WTS";"S00001";11.8;1506.7;7.2;"2026-05-21";"19:12:57";974.5;14.8;707.6;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;201.5;0.7;50.4;257.6;13.9;234.3;1238.4;1260.6;23.6;210.4;5163.0;276.6;15.8;304.8;1688.5;1423.0;25.3;270.3;6204.3;70.0;77.0;65.0;73.0;46.0;33;57;72;72;45;103;0;50;53;48;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"100.0";"91.0";"0.0";"79.9";"81463";"81423";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:54:50"
301;"WTWMD";862265073105518;"2026-05-21";"19:19:34";"WTS";"S00001";11.1;1414.2;7.5;"2026-05-21";"19:19:27";1344.8;27.5;706.9;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;200.9;0.7;49.3;392.7;13.9;234.3;1238.4;1260.6;23.6;210.4;5163.0;418.4;15.8;304.8;1688.5;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.0;46.0;34;57;73;72;45;101;0;50;54;50;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"98.0";"92.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:54:51"
302;"WTWMD";862265073105518;"2026-05-21";"19:19:34";"WTS";"S00001";11.1;1414.2;7.5;"2026-05-21";"19:19:27";1344.8;27.5;706.9;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;200.9;0.7;49.3;392.7;13.9;234.3;1238.4;1260.6;23.6;210.4;5163.0;418.4;15.8;304.8;1688.5;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.0;46.0;34;57;73;72;45;101;0;50;54;50;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"98.0";"92.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79390";"67696";"2026-05-21";"06:56:03"
303;"WTWMD";862265073105518;"2026-05-21";"19:20:27";"WTS";"S00001";12.8;1656.3;7.9;"2026-05-21";"19:20:20";1104.5;5.0;704.8;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;211.6;0.5;49.5;414.1;13.9;234.3;1238.4;1260.6;23.6;210.4;5163.0;435.9;15.8;304.8;1688.5;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.0;46.0;34;57;72;72;45;100;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"102.0";"95.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"06:56:07"
304;"WTWMD";862265073105518;"2026-05-21";"19:20:31";"WTS";"S00001";11.7;1506.2;7.4;"2026-05-21";"19:21:02";1310.6;26.1;707.5;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;205.4;0.3;49.2;428.7;13.9;234.3;1238.4;1260.6;23.6;210.4;5163.0;453.6;15.8;304.8;1688.5;1423.0;25.3;270.3;6204.3;71.0;77.9;64.0;73.0;46.0;34;57;72;71;45;100;0;50;54;50;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"98.0";"113.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"06:56:07"
305;"WTWMD";862265073105518;"2026-05-21";"19:21:49";"WTS";"S00001";12.9;1643.7;8.2;"2026-05-21";"19:21:42";1435.6;3.6;707.5;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;208.2;0.3;49.2;447.6;13.9;234.3;1238.4;1260.6;23.6;210.4;5163.0;474.5;15.8;304.8;1688.5;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.9;46.0;34;57;73;71;45;105;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"96.0";"105.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"06:58:48"
306;"WTWMD";862265073105518;"2026-05-21";"19:22:26";"WTS";"S00001";13.4;1673.1;6.9;"2026-05-21";"19:22:19";1038.8;34.8;703.9;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;213.2;0.3;49.0;462.2;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;483.6;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.9;78.0;64.0;73.9;46.0;33;57;72;71;45;98;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"103.0";"93.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"06:58:49"
307;"WTWMD";862265073105518;"2026-05-21";"19:23:00";"WTS";"S00001";11.5;1445.6;8.0;"2026-05-21";"19:22:53";1215.6;12.7;706.1;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;207.3;0.3;49.0;473.3;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;493.8;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.9;77.0;64.0;73.9;46.0;34;57;72;72;45;95;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"103.0";"98.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"06:58:50"
308;"WTWMD";862265073105518;"2026-05-21";"19:24:20";"WTS";"S00001";0.0;0.0;7.3;"2026-05-21";"19:24:13";1220.4;11.8;703.5;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;215.7;0.4;49.9;497.9;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;517.3;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.0;46.0;34;57;72;72;45;104;0;50;54;49;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"96.0";"87.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"06:59:11"
309;"WTWMD";862265073105518;"2026-05-21";"19:24:50";"WTS";"S00001";12.3;1572.5;7.0;"2026-05-21";"19:24:43";1192.3;12.9;704.6;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;210.8;0.9;49.8;508.0;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;528.3;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;77.0;64.9;73.0;46.0;34;57;72;72;45;100;0;50;54;49;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"100.0";"114.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"06:59:40"
310;"WTWMD";862265073105518;"2026-05-21";"19:25:20";"WTS";"S00001";12.2;1546.8;7.2;"2026-05-21";"19:25:12";1092.6;2.6;702.5;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;206.3;0.1;49.7;517.9;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;538.4;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;77.9;64.9;73.0;46.0;34;57;72;73;45;95;0;50;54;49;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"101.0";"101.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:00:13"
311;"WTWMD";862265073105518;"2026-05-21";"19:26:20";"WTS";"S00001";11.2;1446.5;7.9;"2026-05-21";"19:26:13";1154.7;12.4;701.4;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;215.2;0.9;49.6;536.2;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;559.3;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.0;46.0;34;57;73;72;45;99;0;50;54;49;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"100.0";"115.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:01:25"
312;"WTWMD";862265073105518;"2026-05-21";"19:26:53";"WTS";"S00001";12.0;1530.1;9.1;"2026-05-21";"19:26:46";1372.9;23.3;704.9;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;209.2;0.5;49.6;547.6;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;572.3;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.0;46.0;33;57;73;72;45;100;0;50;53;49;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"100.0";"114.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:03:21"
313;"WTWMD";862265073105518;"2026-05-21";"19:26:53";"WTS";"S00001";12.0;1530.1;9.1;"2026-05-21";"19:26:46";1372.9;23.3;704.9;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;209.2;0.5;49.6;547.6;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;572.3;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.0;46.0;33;57;73;72;45;100;0;50;53;49;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"100.0";"114.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:05:19"
314;"WTWMD";862265073105518;"2026-05-21";"19:27:32";"WTS";"S00001";12.8;1671.4;7.6;"2026-05-21";"19:27:24";1185.1;22.6;703.1;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;203.7;0.1;49.8;562.9;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;586.9;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;77.0;64.0;73.0;46.0;33;57;72;72;45;104;0;50;54;49;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"95.0";"86.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:05:19"
315;"WTWMD";862265073105518;"2026-05-21";"19:28:26";"WTS";"S00001";12.8;1552.7;8.1;"2026-05-21";"19:28:20";1366.7;0.2;704.4;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;215.0;0.6;49.3;586.8;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;615.6;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;78.0;63.0;72.0;46.0;33;57;72;72;45;93;0;50;54;49;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"102.0";"105.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:05:20"
316;"WTWMD";862265073105518;"2026-05-21";"19:28:56";"WTS";"S00001";12.8;1655.5;7.2;"2026-05-21";"19:28:50";1395.7;21.7;702.5;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;210.4;0.7;49.6;600.2;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;627.5;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;78.9;63.0;72.0;46.0;33;58;73;72;45;94;0;50;54;50;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"101.0";"90.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:05:21"
317;"WTWMD";862265073105518;"2026-05-21";"19:28:56";"WTS";"S00001";12.8;1655.5;7.2;"2026-05-21";"19:28:50";1395.7;21.7;702.5;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;210.4;0.7;49.6;600.2;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;627.5;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;71.0;78.9;63.0;72.0;46.0;33;58;73;72;45;94;0;50;54;50;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"101.0";"90.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:07:19"
318;"WTWMD";862265073105518;"2026-05-21";"19:29:00";"WTS";"S00001";13.1;1666.7;8.8;"2026-05-21";"19:29:32";1622.1;4.7;705.4;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;204.1;0.2;49.5;618.7;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;644.3;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;46.0;33;58;72;72;45;105;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"94.0";"115.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:07:19"
319;"WTWMD";862265073105518;"2026-05-21";"19:30:21";"WTS";"S00001";12.9;1678.8;8.4;"2026-05-21";"19:30:15";1389.4;53.8;704.3;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;218.2;0.3;49.7;640.7;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;667.5;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;72.9;78.0;63.0;72.0;46.0;33;58;73;72;45;94;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;33;"56.0";"104.0";"92.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:07:20"
320;"WTWMD";862265073105518;"2026-05-21";"19:30:56";"WTS";"S00001";12.8;1660.8;8.3;"2026-05-21";"19:30:50";1306.9;14.4;702.5;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;211.2;0.1;49.0;656.3;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;682.6;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;72.0;78.9;63.0;72.0;45.0;34;58;73;72;45;95;0;50;56;51;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"102.0";"118.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:07:21"
321;"WTWMD";862265073105518;"2026-05-21";"19:30:56";"WTS";"S00001";12.8;1660.8;8.3;"2026-05-21";"19:30:50";1306.9;14.4;702.5;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;211.2;0.1;49.0;656.3;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;682.6;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;72.0;78.9;63.0;72.0;45.0;34;58;73;72;45;95;0;50;56;51;0;0;0;0;0;0;68;68;41;47;52;34;"56.0";"102.0";"118.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:08:18"
322;"WTWMD";862265073105518;"2026-05-21";"19:31:00";"WTS";"S00001";12.6;1615.8;8.3;"2026-05-21";"19:31:32";1342.3;26.2;703.4;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;205.2;0.1;49.1;673.1;15.0;234.5;1238.6;1260.6;23.6;210.4;5163.0;697.5;16.0;305.3;1688.7;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.9;45.0;33;58;73;72;45;95;0;50;55;51;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"103.0";"104.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:08:19"
323;"WTWMD";862265073105518;"2026-05-21";"19:32:21";"WTS";"S00001";12.7;1639.8;7.2;"2026-05-21";"19:32:15";1332.6;6.7;704.7;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;218.9;0.2;49.4;690.1;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;713.9;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.9;45.0;33;58;73;72;45;105;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;33;"57.0";"96.0";"85.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:08:19"
324;"WTWMD";862265073105518;"2026-05-21";"19:32:57";"WTS";"S00001";12.9;1633.7;8.2;"2026-05-21";"19:32:51";1428.8;46.6;704.7;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;213.4;0.6;49.4;705.6;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;730.2;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.9;63.0;72.9;45.0;33;58;73;72;45;103;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;33;"57.0";"98.0";"96.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:08:20"
325;"WTWMD";862265073105518;"2026-05-21";"19:33:19";"WTS";"S00001";12.8;1678.5;8.5;"2026-05-21";"19:33:13";1393.1;2.7;703.8;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;210.0;0.1;49.5;715.3;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;739.9;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.9;63.0;72.0;45.0;33;58;74;72;45;96;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;33;"57.0";"100.0";"87.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:08:21"
326;"WTWMD";862265073105518;"2026-05-21";"19:33:19";"WTS";"S00001";12.8;1678.5;8.5;"2026-05-21";"19:33:13";1393.1;2.7;703.8;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;210.0;0.1;49.5;715.3;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;739.9;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.9;63.0;72.0;45.0;33;58;74;72;45;96;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;33;"57.0";"100.0";"87.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67696";"79391";"67696";"2026-05-21";"07:10:19"
327;"WTWMD";862265073105518;"2026-05-21";"19:33:56";"WTS";"S00001";13.9;1669.8;8.8;"2026-05-21";"19:33:50";1249.2;28.0;704.8;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;204.6;0.8;49.6;730.5;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;753.9;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.9;63.0;72.0;45.0;33;58;74;73;45;94;0;50;55;50;0;0;0;0;0;0;68;68;41;47;52;33;"57.0";"102.0";"104.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:10:19"
328;"WTWMD";862265073105518;"2026-05-21";"19:34:00";"WTS";"S00001";12.6;1603.1;8.0;"2026-05-21";"19:34:32";1350.3;6.3;705.2;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;219.9;0.6;49.8;747.4;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;769.4;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;73;72;45;103;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"98.0";"115.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:10:20"
329;"WTWMD";862265073105518;"2026-05-21";"19:35:21";"WTS";"S00001";12.8;1640.9;6.4;"2026-05-21";"19:35:15";1061.8;0.7;702.4;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;211.9;0.3;49.7;764.5;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;782.8;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;73;72;45;96;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"102.0";"89.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:10:21"
